17.32250,78.00750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32750,78.00750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33250,78.00750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32250,78.01250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32750,78.01250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33250,78.01250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33750,78.01250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.31250,78.01750,0.00000,636.69885,636.69885,636.69885,636.69885,636.69885,636.69885,636.69885
17.31750,78.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32250,78.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32750,78.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33250,78.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33750,78.01750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.31250,78.02250,0.00000,535.96875,535.96875,535.96875,535.96875,535.96875,535.96875,535.96875
17.31750,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32250,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32750,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33250,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33750,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.34250,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.34750,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.35250,78.02250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,502.42258
17.31250,78.02750,0.00000,538.11505,538.11505,809.44434,809.44434,809.44434,809.44434,1095.64270
17.31750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,554.58331
17.32250,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,705.84637
17.32750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1181.36023
17.33250,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,817.67767
17.33750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.04281
17.34250,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.34750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.35250,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,377.18332
17.35750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,830.01642
17.36250,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,631.57385
17.36750,78.02750,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,560.30780
17.30250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.30750,78.03250     54,1.05182,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.31250,78.03250,0.00000,545.12689,545.12689,545.18573,545.18573,545.18573,545.18573,545.18573
17.31750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,377.80438
17.32750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.33750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1107.72119
17.34250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,781.88715
17.34750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,556.60858
17.35250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,593.42664
17.35750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2222.37378
17.36250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.36750,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.37250,78.03250,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.29750,78.03751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.30250,78.03751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.30750,78.03751      2,3.81005,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.31250,78.03751     51,7.23920,535.40039,535.40039,535.40039,535.40039,535.40039,535.40039,535.40039
17.31750,78.03751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
17.32250,78.03751,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
