0,17.40150706,78.53905826,7485.428468
1,17.40150706,78.54405826,4333.105608
2,17.40150706,78.54905826,4395.165948
3,17.40150706,78.55405826,4348.75557
4,17.40650706,78.55905826,9567.969503
5,17.40150706,78.55905826,8823.320781
6,17.38650706,78.55405826,7096.193111
7,17.39650706,78.55405826,4993.512518
8,17.39150706,78.55405826,4123.050969
9,17.40650706,78.55405826,4727.1754
10,17.39650706,78.55905826,10863.01532
11,17.32150706,78.55905826,8640.330326
12,17.32150706,78.56405826,8665.849453
13,17.32650706,78.56905826,10174.19024
14,17.32150706,78.56905826,8837.008839
15,17.33150706,78.57405826,8513.174624
16,17.32650706,78.57405826,8196.9961
17,17.34150706,78.56905826,7329.04303
18,17.33650706,78.56905826,8570.818586
19,17.40650706,78.56905826,8344.096436
20,17.40650706,78.57405826,2885.485041
21,17.40150706,78.57405826,4402.984854
22,17.40150706,78.57905826,2096.353947
23,17.40650706,78.57905826,3527.180503
24,17.40150706,78.56405826,9308.693279
25,17.40150706,78.56905826,9950.262457
26,17.31150706,78.71405826,5957.194832
27,17.30650706,78.71405826,2991.658477
28,17.30650706,78.71905826,3171.818552
29,17.30650706,78.72405826,6056.909435
30,17.30150706,78.72405826,2745.508104
31,17.30650706,78.72905826,3703.328964
32,17.30150706,78.72905826,529.6784426
33,17.30150706,78.73405826,4820.593279
34,17.30150706,78.73905826,4771.041482
35,17.31650706,78.59905826,6907.036086
36,17.31650706,78.60405826,8223.346694
37,17.28150706,78.64405826,4434.275899
38,17.28150706,78.64905826,3373.098467
39,17.28150706,78.65405826,2075.722056
40,17.27650706,78.65405826,387.6132518
41,17.27650706,78.65905826,943.6973175
42,17.27650706,78.66405826,1977.229917
43,17.27650706,78.66905826,1069.397634
44,17.27150706,78.66905826,4299.72516
45,17.27650706,78.67405826,1249.601094
46,17.27150706,78.67405826,4926.815301
47,17.27650706,78.67905826,937.0580903
48,17.27650706,78.68405826,619.5491022
49,17.27150706,78.68405826,4220.655172
50,17.30150706,78.68905826,3719.487668
51,17.29650706,78.68905826,2773.329688
52,17.29150706,78.68905826,5640.277044
53,17.28650706,78.68905826,996.3629455
54,17.27650706,78.68905826,4763.413164
55,17.27150706,78.68905826,4500.877944
56,17.28650706,78.69405826,2780.32496
57,17.28150706,78.69405826,3423.166563
