78.91905826,17.24650706,78.92405826,17.24150706,1916.027583
78.85905826,17.26150706,78.86405826,17.25650706,1495.533921
78.86405826,17.26150706,78.86905826,17.25650706,1952.585017
78.95405826,17.23150706,78.95905826,17.22650706,914.3621151
78.95905826,17.23150706,78.96405826,17.22650706,169.4843092
78.91405826,17.24650706,78.91905826,17.24150706,1407.902437
78.78405826,17.28150706,78.78905826,17.27650706,2764.269503
78.78405826,17.27650706,78.78905826,17.27150706,2316.074589
78.67405826,17.31650706,78.67905826,17.31150706,4088.962863
78.66405826,17.32150706,78.66905826,17.31650706,1525.942616
78.66405826,17.31650706,78.66905826,17.31150706,916.2098388
78.66405826,17.31150706,78.66905826,17.30650706,1846.451289
78.55905826,17.46650706,78.56405826,17.46150706,7209.369811
78.55905826,17.47150706,78.56405826,17.46650706,6994.336722
78.52905826,17.37150706,78.53405826,17.36650706,7705.17513
78.52905826,17.36650706,78.53405826,17.36150706,7978.975408
78.53405826,17.36650706,78.53905826,17.36150706,9017.495508
78.51905826,17.36650706,78.52405826,17.36150706,7467.218275
78.52405826,17.36650706,78.52905826,17.36150706,8425.274194
78.49905826,17.37150706,78.50405826,17.36650706,6992.422694
78.49905826,17.36650706,78.50405826,17.36150706,5858.100245
78.50405826,17.36650706,78.50905826,17.36150706,7308.08451
78.64905826,17.32650706,78.65405826,17.32150706,3584.562126
78.64905826,17.32150706,78.65405826,17.31650706,3656.944903
78.64405826,17.32650706,78.64905826,17.32150706,3127.04878
78.76405826,17.29150706,78.76905826,17.28650706,1542.120289
78.76405826,17.28650706,78.76905826,17.28150706,585.7660742
78.76405826,17.28150706,78.76905826,17.27650706,106.7266388
78.76905826,17.29650706,78.77405826,17.29150706,179.1788047
78.76905826,17.29150706,78.77405826,17.28650706,1425.882636
78.76405826,17.30650706,78.76905826,17.30150706,696.3638154
78.76405826,17.31150706,78.76905826,17.30650706,538.7004223
78.76405826,17.30150706,78.76905826,17.29650706,770.1739073
78.76405826,17.29650706,78.76905826,17.29150706,585.4027402
78.78905826,17.28150706,78.79405826,17.27650706,1634.29221
78.84905826,17.26150706,78.85405826,17.25650706,1425.139557
78.73405826,17.31650706,78.73905826,17.31150706,870.1487785
78.73905826,17.31150706,78.74405826,17.30650706,936.608648
78.74405826,17.31150706,78.74905826,17.30650706,410.5961121
78.60905826,17.50150706,78.61405826,17.49650706,5886.627205
78.60905826,17.49650706,78.61405826,17.49150706,7318.699797
78.58405826,17.48150706,78.58905826,17.47650706,7547.747893
78.65905826,17.40650706,78.66405826,17.40150706,2804.439959
78.52405826,17.22150706,78.52905826,17.21650706,2019.274682
78.52405826,17.21650706,78.52905826,17.21150706,3310.972485
78.50905826,17.36650706,78.51405826,17.36150706,8603.696005
78.51405826,17.36650706,78.51905826,17.36150706,7895.003773
78.89405826,17.25650706,78.89905826,17.25150706,6620.244628
78.55405826,17.35150706,78.55905826,17.34650706,9328.350812
78.68905826,17.39650706,78.69405826,17.39150706,3983.069634
78.53405826,17.47650706,78.53905826,17.47150706,9006.71489
78.69405826,17.39650706,78.69905826,17.39150706,847.7081243
78.63905826,17.32650706,78.64405826,17.32150706,6108.973228
78.63905826,17.32150706,78.64405826,17.31650706,6795.498438
78.64405826,17.32150706,78.64905826,17.31650706,2494.516215
78.51905826,17.31150706,78.52405826,17.30650706,7756.887516
78.51905826,17.31650706,78.52405826,17.31150706,11683.41847
78.52405826,17.37150706,78.52905826,17.36650706,8947.905437
78.60405826,17.49650706,78.60905826,17.49150706,7541.013165
78.61905826,17.50150706,78.62405826,17.49650706,6388.904777
78.59905826,17.49650706,78.60405826,17.49150706,8090.690325
78.59905826,17.49150706,78.60405826,17.48650706,8297.565277
78.59905826,17.48650706,78.60405826,17.48150706,3903.444986
78.61405826,17.50150706,78.61905826,17.49650706,2624.709877
78.61905826,17.50650706,78.62405826,17.50150706,4275.895435
78.58905826,17.41650706,78.59405826,17.41150706,6781.608721
78.58905826,17.41150706,78.59405826,17.40650706,9158.999681
78.58905826,17.48650706,78.59405826,17.48150706,6569.501381
78.59405826,17.48650706,78.59905826,17.48150706,6317.573699
78.72405826,17.31150706,78.72905826,17.30650706,801.7922479
78.72905826,17.31150706,78.73405826,17.30650706,965.0489983
78.53405826,17.35650706,78.53905826,17.35150706,9041.346656
78.72405826,17.30650706,78.72905826,17.30150706,2526.750887
78.70905826,17.31650706,78.71405826,17.31150706,284.0189513
78.70905826,17.31150706,78.71405826,17.30650706,2195.639786
78.71405826,17.31650706,78.71905826,17.31150706,189.8314176
78.71405826,17.31150706,78.71905826,17.30650706,3732.168291
78.71905826,17.31150706,78.72405826,17.30650706,1860.838923
78.67905826,17.31650706,78.68405826,17.31150706,2100.10847
78.68405826,17.31650706,78.68905826,17.31150706,4230.003383
78.56905826,17.47650706,78.57405826,17.47150706,5765.922997
78.73405826,17.31150706,78.73905826,17.30650706,517.2115509
78.73905826,17.31650706,78.74405826,17.31150706,1149.550993
