,0,,,,1
156,78.64905826,17.41150706,78.65405826,17.40650706,5491.559969
157,78.65405826,17.41150706,78.65905826,17.40650706,4524.39888
158,78.65905826,17.41150706,78.66405826,17.40650706,836.2883936
159,78.65905826,17.40650706,78.66405826,17.40150706,2926.22342
160,78.66405826,17.40650706,78.66905826,17.40150706,4963.396199
161,78.66905826,17.40650706,78.67405826,17.40150706,5514.561218
162,78.67405826,17.40650706,78.67905826,17.40150706,660.7845368
163,78.68905826,17.34150706,78.69405826,17.33650706,2309.579903
164,78.69405826,17.34150706,78.69905826,17.33650706,1994.653009
165,78.68405826,17.31650706,78.68905826,17.31150706,5875.139935
166,78.68405826,17.31150706,78.68905826,17.30650706,7687.914287
167,78.68905826,17.32650706,78.69405826,17.32150706,2700.322508
168,78.68905826,17.32150706,78.69405826,17.31650706,3821.248947
169,78.68905826,17.31650706,78.69405826,17.31150706,3398.448267
170,78.69405826,17.37150706,78.69905826,17.36650706,4093.951072
171,78.69405826,17.36650706,78.69905826,17.36150706,991.4826262
172,78.69405826,17.36150706,78.69905826,17.35650706,2076.031826
173,78.69405826,17.35650706,78.69905826,17.35150706,1860.222274
174,78.69405826,17.35150706,78.69905826,17.34650706,1663.049181
175,78.69405826,17.34650706,78.69905826,17.34150706,1328.138934
176,78.69405826,17.33650706,78.69905826,17.33150706,5065.604342
177,78.69405826,17.33150706,78.69905826,17.32650706,3610.833966
178,78.69405826,17.32650706,78.69905826,17.32150706,1761.832973
179,78.69905826,17.38150706,78.70405826,17.37650706,1952.93694
180,78.69905826,17.37650706,78.70405826,17.37150706,3028.903608
181,78.69905826,17.37150706,78.70405826,17.36650706,2114.45674
182,78.69905826,17.36650706,78.70405826,17.36150706,3907.343285
183,78.70405826,17.38650706,78.70905826,17.38150706,382.4920355
184,78.70405826,17.38150706,78.70905826,17.37650706,944.3849752
185,78.70905826,17.38650706,78.71405826,17.38150706,1101.72539
186,78.71405826,17.39150706,78.71905826,17.38650706,3310.812143
187,78.71405826,17.38650706,78.71905826,17.38150706,1965.791026
188,78.71905826,17.38650706,78.72405826,17.38150706,1128.432441
189,78.72405826,17.38650706,78.72905826,17.38150706,2420.48714
190,78.72405826,17.38150706,78.72905826,17.37650706,691.6964247
191,78.65405826,17.33150706,78.65905826,17.32650706,6363.507701
192,78.65905826,17.33650706,78.66405826,17.33150706,8383.068731
193,78.65905826,17.33150706,78.66405826,17.32650706,682.3338149
194,78.66405826,17.33650706,78.66905826,17.33150706,1835.857716
195,78.66905826,17.33650706,78.67405826,17.33150706,871.5586942
196,78.67405826,17.33650706,78.67905826,17.33150706,1056.499524
197,78.67905826,17.34150706,78.68405826,17.33650706,2737.460434
198,78.67905826,17.33650706,78.68405826,17.33150706,541.5788144
199,78.68405826,17.34150706,78.68905826,17.33650706,1613.283086
200,78.68405826,17.33650706,78.68905826,17.33150706,360.0779121
201,78.68905826,17.33650706,78.69405826,17.33150706,1666.399362
202,78.55405826,17.35650706,78.55905826,17.35150706,9295.880465
203,78.55905826,17.35650706,78.56405826,17.35150706,9278.257626
204,78.54905826,17.27650706,78.55405826,17.27150706,5323.80515
205,78.55405826,17.28650706,78.55905826,17.28150706,4369.52315
206,78.55405826,17.28150706,78.55905826,17.27650706,5295.035673
207,78.55405826,17.27650706,78.55905826,17.27150706,3575.987048
208,78.55905826,17.29650706,78.56405826,17.29150706,4118.839946
209,78.55905826,17.29150706,78.56405826,17.28650706,4711.714015
210,78.55905826,17.28650706,78.56405826,17.28150706,5152.093992
211,78.56405826,17.30650706,78.56905826,17.30150706,1564.485643
212,78.56405826,17.30150706,78.56905826,17.29650706,5677.466913
213,78.56405826,17.29650706,78.56905826,17.29150706,8453.598865
214,78.56905826,17.30650706,78.57405826,17.30150706,5377.75041
215,78.55905826,17.27650706,78.56405826,17.27150706,4222.770699
216,78.56405826,17.27650706,78.56905826,17.27150706,6510.747592
217,78.56905826,17.27650706,78.57405826,17.27150706,7143.206123
218,78.56905826,17.27150706,78.57405826,17.26650706,3898.506563
219,78.57405826,17.27650706,78.57905826,17.27150706,5281.173048
220,78.57405826,17.27150706,78.57905826,17.26650706,7282.469138
221,78.57905826,17.27650706,78.58405826,17.27150706,5757.8244
222,78.58405826,17.27650706,78.58905826,17.27150706,8294.669417
223,78.72905826,17.34150706,78.73405826,17.33650706,1886.037117
224,78.72905826,17.33650706,78.73405826,17.33150706,5120.663649
225,78.72905826,17.33150706,78.73405826,17.32650706,1931.550751
226,78.72905826,17.32650706,78.73405826,17.32150706,1180.430927
227,78.72905826,17.32150706,78.73405826,17.31650706,870.4698943
228,78.72905826,17.31650706,78.73405826,17.31150706,472.7007082
229,78.72905826,17.31150706,78.73405826,17.30650706,1486.560043
230,78.73405826,17.36650706,78.73905826,17.36150706,1014.333302
231,78.73405826,17.36150706,78.73905826,17.35650706,1077.701945
232,78.73405826,17.35650706,78.73905826,17.35150706,1194.380956
233,78.73405826,17.35150706,78.73905826,17.34650706,1023.939266
234,78.73405826,17.34650706,78.73905826,17.34150706,1451.770374
235,78.73405826,17.34150706,78.73905826,17.33650706,3515.557229
236,78.73405826,17.31650706,78.73905826,17.31150706,1945.70298
237,78.73405826,17.31150706,78.73905826,17.30650706,820.4756615
238,78.55905826,17.35150706,78.56405826,17.34650706,7204.541523
239,78.56905826,17.35150706,78.57405826,17.34650706,8209.165954
240,78.56905826,17.34650706,78.57405826,17.34150706,7812.670526
241,78.61905826,17.34150706,78.62405826,17.33650706,6426.547629
242,78.55405826,17.34650706,78.55905826,17.34150706,8446.493413
243,78.55905826,17.34650706,78.56405826,17.34150706,6281.927083
244,78.55905826,17.34150706,78.56405826,17.33650706,5683.861186
245,78.55405826,17.34150706,78.55905826,17.33650706,8070.320508
246,78.55405826,17.35150706,78.55905826,17.34650706,9996.462967
247,78.56405826,17.34650706,78.56905826,17.34150706,8554.624681
248,78.56405826,17.34150706,78.56905826,17.33650706,7678.24561
249,78.57405826,17.33650706,78.57905826,17.33150706,7709.873535
250,78.56905826,17.33150706,78.57405826,17.32650706,9917.975621
251,78.56405826,17.33650706,78.56905826,17.33150706,7984.988242
252,78.56405826,17.33150706,78.56905826,17.32650706,8243.567945
253,78.55905826,17.32650706,78.56405826,17.32150706,8868.748812
254,78.56405826,17.32650706,78.56905826,17.32150706,10382.76816
255,78.55405826,17.33150706,78.55905826,17.32650706,9106.185367
256,78.55905826,17.33150706,78.56405826,17.32650706,8184.392287
257,78.57405826,17.32150706,78.57905826,17.31650706,9801.869842
258,78.57405826,17.31650706,78.57905826,17.31150706,7307.094719
259,78.55905826,17.33650706,78.56405826,17.33150706,8075.531809
260,78.57905826,17.33650706,78.58405826,17.33150706,6318.160078
261,78.57905826,17.33150706,78.58405826,17.32650706,8620.411143
262,78.57905826,17.32650706,78.58405826,17.32150706,4393.621086
263,78.56405826,17.35150706,78.56905826,17.34650706,6906.813858
264,78.56405826,17.37150706,78.56905826,17.36650706,5535.856819
265,78.55905826,17.37650706,78.56405826,17.37150706,8508.103979
266,78.64905826,17.32150706,78.65405826,17.31650706,5835.891179
267,78.65405826,17.32150706,78.65905826,17.31650706,7415.664413
268,78.65405826,17.31650706,78.65905826,17.31150706,2864.334604
269,78.65905826,17.32150706,78.66405826,17.31650706,5410.755196
270,78.65905826,17.31650706,78.66405826,17.31150706,292.2566192
271,78.68905826,17.31150706,78.69405826,17.30650706,4004.497111
272,78.69405826,17.31150706,78.69905826,17.30650706,6003.649847
273,78.69905826,17.31150706,78.70405826,17.30650706,5801.473429
274,78.70405826,17.31150706,78.70905826,17.30650706,984.0785957
275,78.70405826,17.30650706,78.70905826,17.30150706,3879.844974
276,78.70905826,17.31150706,78.71405826,17.30650706,4694.05433
277,78.71905826,17.31150706,78.72405826,17.30650706,3614.731441
278,78.73405826,17.30650706,78.73905826,17.30150706,2344.233209
279,78.65405826,17.33650706,78.65905826,17.33150706,6161.500242
280,78.65405826,17.32650706,78.65905826,17.32150706,3141.263187
281,78.65905826,17.34650706,78.66405826,17.34150706,3821.291788
282,78.65905826,17.34150706,78.66405826,17.33650706,5383.283015
283,78.66405826,17.35150706,78.66905826,17.34650706,3711.184752
284,78.66405826,17.34650706,78.66905826,17.34150706,5702.021115
285,78.66905826,17.36150706,78.67405826,17.35650706,1518.549191
286,78.66905826,17.35650706,78.67405826,17.35150706,3097.449819
287,78.66905826,17.35150706,78.67405826,17.34650706,1835.5721
288,78.67405826,17.36150706,78.67905826,17.35650706,6635.4245
289,78.65405826,17.34150706,78.65905826,17.33650706,4839.403047
290,78.66405826,17.35650706,78.66905826,17.35150706,2214.446279
291,78.67405826,17.36650706,78.67905826,17.36150706,2318.293694
292,78.67905826,17.36650706,78.68405826,17.36150706,1346.894738
293,78.73905826,17.29650706,78.74405826,17.29150706,2263.678214
294,78.74405826,17.29650706,78.74905826,17.29150706,3598.69622
295,78.74905826,17.29650706,78.75405826,17.29150706,4851.890792
296,78.75405826,17.29650706,78.75905826,17.29150706,3416.803689
297,78.75905826,17.29650706,78.76405826,17.29150706,3370.82101
298,78.75905826,17.29150706,78.76405826,17.28650706,4735.67787
299,78.76405826,17.29150706,78.76905826,17.28650706,2546.092317
300,78.76905826,17.29150706,78.77405826,17.28650706,3266.564643
301,78.76905826,17.28650706,78.77405826,17.28150706,277.1148659
302,78.77405826,17.28650706,78.77905826,17.28150706,1279.953555
303,78.77905826,17.28650706,78.78405826,17.28150706,3394.895734
304,78.78405826,17.28650706,78.78905826,17.28150706,4.887762406
305,78.78405826,17.28150706,78.78905826,17.27650706,2764.269503
306,78.78905826,17.28150706,78.79405826,17.27650706,1634.29221
307,78.79405826,17.28150706,78.79905826,17.27650706,1791.065923
308,78.79905826,17.28150706,78.80405826,17.27650706,1217.552289
309,78.80405826,17.28150706,78.80905826,17.27650706,1297.254179
310,78.64905826,17.31650706,78.65405826,17.31150706,4585.403879
311,78.62405826,17.35650706,78.62905826,17.35150706,3000.951873
312,78.62405826,17.35150706,78.62905826,17.34650706,3642.517281
313,78.62405826,17.34650706,78.62905826,17.34150706,6053.315564
314,78.56905826,17.37150706,78.57405826,17.36650706,8298.584914
315,78.57405826,17.37150706,78.57905826,17.36650706,9966.671226
316,78.56905826,17.38650706,78.57405826,17.38150706,8485.029355
317,78.56905826,17.38150706,78.57405826,17.37650706,10043.43379
318,78.55405826,17.37650706,78.55905826,17.37150706,9635.716874
319,78.55405826,17.38150706,78.55905826,17.37650706,7674.417114
320,78.55905826,17.38150706,78.56405826,17.37650706,9439.888336
321,78.56405826,17.38150706,78.56905826,17.37650706,7873.617267
322,78.56405826,17.37650706,78.56905826,17.37150706,7400.189589
323,78.56905826,17.37650706,78.57405826,17.37150706,9512.515925
324,78.55405826,17.37150706,78.55905826,17.36650706,10303.17431
325,78.55905826,17.37150706,78.56405826,17.36650706,8858.179167
326,78.55905826,17.36650706,78.56405826,17.36150706,8506.442071
327,78.55905826,17.36150706,78.56405826,17.35650706,8204.010454
328,78.55905826,17.38650706,78.56405826,17.38150706,5231.333208
329,78.56405826,17.38650706,78.56905826,17.38150706,5116.085377
330,78.56905826,17.39150706,78.57405826,17.38650706,8015.775002
331,78.57405826,17.38150706,78.57905826,17.37650706,5201.859457
332,78.57405826,17.37650706,78.57905826,17.37150706,8198.67768
333,78.57905826,17.38650706,78.58405826,17.38150706,4278.081143
334,78.57905826,17.38150706,78.58405826,17.37650706,1178.49978
335,78.57905826,17.37650706,78.58405826,17.37150706,2864.945071
336,78.57905826,17.37150706,78.58405826,17.36650706,7043.239921
337,78.58405826,17.37150706,78.58905826,17.36650706,2570.077303
338,78.59405826,17.36650706,78.59905826,17.36150706,4699.041367
339,78.55405826,17.36650706,78.55905826,17.36150706,9680.65513
340,78.56405826,17.36650706,78.56905826,17.36150706,4858.344825
341,78.56905826,17.36650706,78.57405826,17.36150706,6145.990967
342,78.56405826,17.36150706,78.56905826,17.35650706,3994.531663
343,78.55405826,17.36150706,78.55905826,17.35650706,11506.33261
344,78.56405826,17.35650706,78.56905826,17.35150706,8739.252314
345,78.57405826,17.39150706,78.57905826,17.38650706,4061.276273
346,78.57405826,17.38650706,78.57905826,17.38150706,1238.79788
347,78.58405826,17.36650706,78.58905826,17.36150706,6611.198591
348,78.58905826,17.36650706,78.59405826,17.36150706,3743.261808
349,78.57905826,17.36650706,78.58405826,17.36150706,4582.716979
350,78.58405826,17.36150706,78.58905826,17.35650706,3404.308119
351,78.57405826,17.36650706,78.57905826,17.36150706,3281.285458
352,78.56905826,17.36150706,78.57405826,17.35650706,686.4092889
353,78.54405826,17.39150706,78.54905826,17.38650706,6590.801118
354,78.54405826,17.38650706,78.54905826,17.38150706,5072.054818
355,78.54905826,17.39650706,78.55405826,17.39150706,6194.106655
356,78.54905826,17.39150706,78.55405826,17.38650706,6621.367166
357,78.54905826,17.38650706,78.55405826,17.38150706,7960.12907
358,78.71905826,17.31650706,78.72405826,17.31150706,2843.951172
359,78.72405826,17.31650706,78.72905826,17.31150706,893.4922365
360,78.58905826,17.37150706,78.59405826,17.36650706,890.287588
361,78.58905826,17.36150706,78.59405826,17.35650706,2891.7146
362,78.58905826,17.35650706,78.59405826,17.35150706,1748.906863
363,78.59405826,17.36150706,78.59905826,17.35650706,2590.381542
364,78.57405826,17.36150706,78.57905826,17.35650706,1156.965866
365,78.57905826,17.36150706,78.58405826,17.35650706,899.8371962
366,78.58405826,17.24150706,78.58905826,17.23650706,5222.376331
367,78.58405826,17.23650706,78.58905826,17.23150706,6564.415202
368,78.57905826,17.24150706,78.58405826,17.23650706,4057.181969
369,78.57905826,17.23650706,78.58405826,17.23150706,6376.178367
370,78.55905826,17.31650706,78.56405826,17.31150706,5671.535015
371,78.57405826,17.30650706,78.57905826,17.30150706,3619.991142
372,78.57405826,17.30150706,78.57905826,17.29650706,2387.659337
373,78.57905826,17.30150706,78.58405826,17.29650706,5816.19936
374,78.58405826,17.30150706,78.58905826,17.29650706,5657.608668
375,78.58405826,17.29650706,78.58905826,17.29150706,4088.746669
376,78.58405826,17.29150706,78.58905826,17.28650706,4510.295634
377,78.58405826,17.28650706,78.58905826,17.28150706,2561.804851
378,78.58405826,17.28150706,78.58905826,17.27650706,5779.224223
379,78.58405826,17.27150706,78.58905826,17.26650706,6961.559705
380,78.58405826,17.26650706,78.58905826,17.26150706,6166.814579
381,78.58405826,17.26150706,78.58905826,17.25650706,5600.049615
382,78.58405826,17.25650706,78.58905826,17.25150706,5098.376617
383,78.58405826,17.25150706,78.58905826,17.24650706,6435.602419
384,78.58405826,17.24650706,78.58905826,17.24150706,1435.933587
385,78.58905826,17.27650706,78.59405826,17.27150706,7545.503829
386,78.58905826,17.27150706,78.59405826,17.26650706,6298.077852
387,78.58905826,17.24150706,78.59405826,17.23650706,3010.390411
388,78.58905826,17.23650706,78.59405826,17.23150706,1454.061167
389,78.59405826,17.24650706,78.59905826,17.24150706,3658.519577
390,78.59405826,17.24150706,78.59905826,17.23650706,512.1804716
391,78.59905826,17.24650706,78.60405826,17.24150706,2379.022167
392,78.60405826,17.25150706,78.60905826,17.24650706,3938.746377
393,78.60405826,17.24650706,78.60905826,17.24150706,70.96383889
394,78.60905826,17.25650706,78.61405826,17.25150706,1281.523394
395,78.60905826,17.25150706,78.61405826,17.24650706,6268.793077
396,78.61405826,17.25650706,78.61905826,17.25150706,3785.987984
397,78.61905826,17.26150706,78.62405826,17.25650706,4235.040309
398,78.61905826,17.25650706,78.62405826,17.25150706,1860.915473
399,78.62405826,17.26650706,78.62905826,17.26150706,3759.197627
400,78.62405826,17.26150706,78.62905826,17.25650706,3800.440701
401,78.62905826,17.27150706,78.63405826,17.26650706,4150.712461
402,78.62905826,17.26650706,78.63405826,17.26150706,3677.107475
403,78.63405826,17.27650706,78.63905826,17.27150706,3922.098558
404,78.63405826,17.27150706,78.63905826,17.26650706,5117.377455
405,78.63905826,17.28150706,78.64405826,17.27650706,4102.000278
406,78.63905826,17.27650706,78.64405826,17.27150706,2559.218716
407,78.64405826,17.28650706,78.64905826,17.28150706,4687.912882
408,78.64905826,17.30150706,78.65405826,17.29650706,4379.279331
409,78.64905826,17.29650706,78.65405826,17.29150706,2921.479626
410,78.64905826,17.29150706,78.65405826,17.28650706,2980.230465
411,78.64905826,17.28650706,78.65405826,17.28150706,2124.591312
412,78.65405826,17.31150706,78.65905826,17.30650706,5722.8641
413,78.65405826,17.30650706,78.65905826,17.30150706,4470.307113
414,78.65405826,17.30150706,78.65905826,17.29650706,2274.445529
415,78.61405826,17.34150706,78.61905826,17.33650706,5175.935647
416,78.61405826,17.33650706,78.61905826,17.33150706,6851.201188
417,78.62905826,17.35150706,78.63405826,17.34650706,2132.302203
418,78.62905826,17.34650706,78.63405826,17.34150706,6047.772487
419,78.63405826,17.35150706,78.63905826,17.34650706,5337.247281
420,78.67405826,17.26650706,78.67905826,17.26150706,1818.14493
421,78.56405826,17.31650706,78.56905826,17.31150706,4839.560432
422,78.55405826,17.32650706,78.55905826,17.32150706,8485.124683
423,78.56905826,17.31650706,78.57405826,17.31150706,6508.049982
424,78.55405826,17.33650706,78.55905826,17.33150706,7884.672151
425,78.56905826,17.35650706,78.57405826,17.35150706,5972.903229
426,78.55405826,17.32150706,78.55905826,17.31650706,7237.265881
427,78.55405826,17.31650706,78.55905826,17.31150706,5569.204972
428,78.55905826,17.31150706,78.56405826,17.30650706,4045.734757
429,78.53905826,17.24150706,78.54405826,17.23650706,1976.507574
430,78.54405826,17.24150706,78.54905826,17.23650706,1986.509835
431,78.54905826,17.24150706,78.55405826,17.23650706,1154.558722
432,78.55405826,17.24150706,78.55905826,17.23650706,609.3731267
433,78.55405826,17.23650706,78.55905826,17.23150706,1102.162607
434,78.55905826,17.23650706,78.56405826,17.23150706,2345.100782
435,78.56405826,17.23650706,78.56905826,17.23150706,5772.423756
