,Lat,Long,Light,LULC,NDVI,Road,Label
139,17.3575,78.05251,0.41301,12,0.43036,0.0,0
140,17.3625,78.05251,0.30633,12,0.43375,0.0,0
141,17.3675,78.05251,0.93849,12,0.43466,0.0,0
142,17.3725,78.05251,2.73844,12,0.45036,0.0,0
143,17.3775,78.05251,0.99153,13,0.46602,0.0,0
144,17.3825,78.05251,0.26534,12,0.46713,0.0,0
145,17.3875,78.05251,0.69783,12,0.45987,0.0,0
146,17.3925,78.05251,1.29526,12,0.43624,0.0,0
147,17.3975,78.05251,0.67964,12,0.41935,0.0,0
148,17.4025,78.05251,0.31036,12,0.43311,0.0,0
149,17.4725,78.05251,0.55446,12,0.46201,0.0,0
150,17.4775,78.05251,0.33644,12,0.45715,0.0,0
151,17.6075,78.05251,1.09482,12,0.48277,0.0,0
152,17.6125,78.05251,0.82027,12,0.47844,0.0,0
153,17.6175,78.05251,0.54582,12,0.48978,0.0,0
154,17.6225,78.05251,0.47549,12,0.50603,0.0,0
155,17.6275,78.05251,0.54015,12,0.50031,0.0,0
156,17.6325,78.05251,0.47858,12,0.48262,0.0,0
157,17.6375,78.05251,0.37316,12,0.46632,0.0,0
158,17.6425,78.05251,0.32426,12,0.45598,0.0,0
159,17.6475,78.05251,0.2701,10,0.44462,0.0,0
160,17.6525,78.05251,0.26638,10,0.45711,0.0,0
161,17.1875,78.0575,0.22435,12,0.48164,0.0,0
162,17.1925,78.0575,0.24187,12,0.47441,0.0,0
163,17.1975,78.0575,0.24688,12,0.45892,0.0,0
164,17.2025,78.0575,0.22515,12,0.45471,0.0,0
165,17.2075,78.0575,0.22306,12,0.46665,0.0,0
166,17.2125,78.0575,0.40165,12,0.44683,0.0,0
167,17.2175,78.0575,1.56927,12,0.4323,0.0,0
168,17.2225,78.0575,1.0519,12,0.4491,0.0,0
169,17.2525,78.0575,0.2387,12,0.47266,0.0,0
170,17.2575,78.0575,0.24463,12,0.41753,0.0,0
171,17.2625,78.0575,0.37748,12,0.39627,0.0,0
172,17.2675,78.0575,0.37228,12,0.38144,0.0,0
173,17.2725,78.0575,0.24936,12,0.38758,0.0,0
174,17.2775,78.0575,0.59873,12,0.42275,0.0,0
175,17.2825,78.0575,0.71042,12,0.43869,0.0,0
176,17.2875,78.0575,0.35559,12,0.42853,0.0,0
177,17.2925,78.0575,0.27,12,0.42009,0.0,0
178,17.2975,78.0575,0.48781,12,0.42634,0.0,0
179,17.3025,78.0575,0.56216,12,0.40588,0.0,0
180,17.3075,78.0575,0.30741,12,0.40738,0.0,0
181,17.3125,78.0575,0.24327,12,0.39022,533.24884,0
182,17.3175,78.0575,0.42266,12,0.3691,0.0,0
183,17.3225,78.0575,0.84116,12,0.37085,0.0,0
184,17.3275,78.0575,0.68067,12,0.38042,0.0,0
185,17.3325,78.0575,0.394,12,0.38846,0.0,0
186,17.3375,78.0575,0.2815,12,0.39679,0.0,0
187,17.3425,78.0575,0.25729,12,0.40065,0.0,0
188,17.3475,78.0575,0.32501,12,0.42173,0.0,0
189,17.3525,78.0575,1.28361,12,0.43648,0.0,0
190,17.3575,78.0575,1.82501,12,0.42569,0.0,0
191,17.3625,78.0575,0.63951,12,0.42308,0.0,0
192,17.3675,78.0575,2.35379,12,0.43857,0.0,0
193,17.3725,78.0575,4.74327,12,0.43926,0.0,0
194,17.3775,78.0575,1.14077,12,0.44879,0.0,0
195,17.3825,78.0575,0.59479,12,0.4684,0.0,0
196,17.3875,78.0575,0.63429,12,0.4634,0.0,0
197,17.3925,78.0575,0.35122,12,0.44823,0.0,0
198,17.3975,78.0575,0.64853,12,0.43624,0.0,0
199,17.4025,78.0575,0.45484,12,0.46193,0.0,0
200,17.4725,78.0575,1.15891,12,0.43494,0.0,0
201,17.4775,78.0575,0.50664,12,0.43007,0.0,0
202,17.5375,78.0575,0.54216,12,0.44709,0.0,0
203,17.5425,78.0575,0.53841,12,0.45401,0.0,0
204,17.5475,78.0575,0.76568,12,0.46271,0.0,0
205,17.5525,78.0575,0.9123,12,0.47074,0.0,0
206,17.5575,78.0575,0.76139,12,0.4507,0.0,0
207,17.6075,78.0575,1.32957,12,0.44162,0.0,0
208,17.6125,78.0575,0.96383,12,0.4508,0.0,0
209,17.6175,78.0575,0.5983,12,0.46804,0.0,0
210,17.6225,78.0575,0.5492,12,0.49505,0.0,0
211,17.6275,78.0575,0.51312,12,0.51437,0.0,0
212,17.6325,78.0575,0.43204,12,0.49421,0.0,0
213,17.6375,78.0575,0.43651,12,0.47323,0.0,0
214,17.6425,78.0575,0.5336,12,0.47313,0.0,0
215,17.6475,78.0575,0.39212,10,0.4881,0.0,0
216,17.6525,78.0575,0.33776,10,0.50133,0.0,0
217,17.1875,78.0625,0.25576,12,0.4828,0.0,0
218,17.1925,78.0625,0.37893,12,0.47148,0.0,0
219,17.1975,78.0625,0.30867,12,0.46646,0.0,0
220,17.2025,78.0625,0.21396,12,0.46599,0.0,0
221,17.2075,78.0625,0.21871,12,0.47241,0.0,0
222,17.2125,78.0625,0.32765,12,0.46036,0.0,0
223,17.2175,78.0625,1.38766,12,0.45382,0.0,0
224,17.2225,78.0625,1.01537,12,0.46031,0.0,0
225,17.2275,78.0625,0.29378,12,0.4612,0.0,0
226,17.2325,78.0625,0.22274,12,0.42529,0.0,0
227,17.2375,78.0625,0.25249,12,0.42856,0.0,0
228,17.2425,78.0625,0.45476,12,0.4482,0.0,0
229,17.2475,78.0625,0.51735,12,0.47418,0.0,0
230,17.2525,78.0625,0.27928,12,0.47736,0.0,0
231,17.2575,78.0625,0.24978,12,0.43457,0.0,0
232,17.2625,78.0625,0.49936,12,0.41596,0.0,0
233,17.2675,78.0625,0.51095,12,0.40657,0.0,0
234,17.2725,78.0625,0.24729,12,0.41627,0.0,0
235,17.2775,78.0625,0.88423,12,0.46698,0.0,0
236,17.2825,78.0625,1.08817,12,0.44877,0.0,0
237,17.2875,78.0625,0.3664,12,0.4118,0.0,0
238,17.2925,78.0625,0.30708,12,0.40776,0.0,0
239,17.2975,78.0625,0.48677,12,0.4202,0.0,0
240,17.3025,78.0625,0.45831,12,0.4192,0.0,0
241,17.3075,78.0625,0.32192,12,0.41265,0.0,0
242,17.3125,78.0625,0.26736,12,0.38932,544.00275,0
243,17.3175,78.0625,0.69748,12,0.35476,0.0,0
244,17.3225,78.0625,3.08769,12,0.35491,0.0,0
245,17.3275,78.0625,3.50546,12,0.37328,0.0,0
246,17.3325,78.0625,1.10459,13,0.38557,0.0,0
247,17.3375,78.0625,0.28864,13,0.40016,0.0,0
248,17.3425,78.0625,0.2948,12,0.41225,0.0,0
249,17.3475,78.0625,0.37263,12,0.44233,0.0,0
250,17.3525,78.0625,1.28593,12,0.45211,0.0,0
251,17.3575,78.0625,1.68338,12,0.42075,0.0,0
252,17.3625,78.0625,0.53296,12,0.40165,0.0,0
253,17.3675,78.0625,1.28898,12,0.43657,0.0,0
254,17.3725,78.0625,2.1312,12,0.44841,0.0,0
255,17.3775,78.0625,0.48683,12,0.43577,0.0,0
256,17.3825,78.0625,0.5329,12,0.44381,0.0,0
257,17.3875,78.0625,0.51729,12,0.44904,0.0,0
258,17.3925,78.0625,0.41517,12,0.44142,0.0,0
259,17.3975,78.0625,0.72885,12,0.43784,0.0,0
260,17.4025,78.0625,0.51092,12,0.45658,0.0,0
261,17.4725,78.0625,1.3395,12,0.42752,0.0,0
262,17.4775,78.0625,0.50993,12,0.42153,0.0,0
263,17.5325,78.0625,0.43201,12,0.45865,0.0,0
264,17.5375,78.0625,0.5069,12,0.46056,0.0,0
265,17.5425,78.0625,0.73142,12,0.4539,0.0,0
266,17.5475,78.0625,0.73058,12,0.46053,0.0,0
267,17.5525,78.0625,0.41358,12,0.46362,0.0,0
268,17.5575,78.0625,0.64243,12,0.44333,0.0,0
269,17.5625,78.0625,1.04169,12,0.41733,0.0,0
270,17.5675,78.0625,1.02833,12,0.42154,0.0,0
271,17.6075,78.0625,1.22533,12,0.43776,0.0,0
272,17.6125,78.0625,1.31734,12,0.44528,0.0,0
273,17.6175,78.0625,1.07188,12,0.48039,0.0,0
274,17.6225,78.0625,1.19059,12,0.51297,0.0,0
275,17.6275,78.0625,1.06624,12,0.54271,0.0,0
276,17.6325,78.0625,0.8354,12,0.5234,0.0,0
277,17.6375,78.0625,0.95143,12,0.50566,0.0,0
278,17.6425,78.0625,1.52587,12,0.49802,0.0,0
279,17.6475,78.0625,1.56066,12,0.50861,0.0,0
280,17.6525,78.0625,0.79914,12,0.51866,0.0,0
281,17.6575,78.0625,0.35444,12,0.47501,0.0,0
282,17.1875,78.0675,0.44357,12,0.47349,0.0,0
283,17.1925,78.0675,1.23304,12,0.47082,0.0,0
284,17.1975,78.0675,1.07977,12,0.46341,0.0,0
285,17.2025,78.0675,0.22829,12,0.46244,0.0,0
286,17.2075,78.0675,0.21265,12,0.45792,0.0,0
287,17.2125,78.0675,0.27221,12,0.45423,0.0,0
288,17.2175,78.0675,0.44321,12,0.44987,0.0,0
289,17.2225,78.0675,0.34234,12,0.4566,0.0,0
290,17.2275,78.0675,0.21719,12,0.46469,0.0,0
291,17.2325,78.0675,0.21019,12,0.4341,0.0,0
292,17.2375,78.0675,0.24951,12,0.43369,0.0,0
293,17.2425,78.0675,0.58355,12,0.44364,0.0,0
294,17.2475,78.0675,0.63396,12,0.46043,0.0,0
295,17.2525,78.0675,0.29916,12,0.47511,0.0,0
296,17.2575,78.0675,0.26564,12,0.47137,0.0,0
297,17.2625,78.0675,0.40964,12,0.45537,0.0,0
298,17.2675,78.0675,0.30373,12,0.4369,0.0,0
299,17.2725,78.0675,0.20668,12,0.43928,0.0,0
300,17.2775,78.0675,0.50238,12,0.47326,0.0,0
301,17.2825,78.0675,0.64668,12,0.46067,0.0,0
302,17.2875,78.0675,0.33819,12,0.42903,0.0,0
303,17.2925,78.0675,0.29398,12,0.41539,0.0,0
304,17.2975,78.0675,0.42752,12,0.41421,0.0,0
305,17.3025,78.0675,0.68708,12,0.43344,0.0,0
306,17.3075,78.0675,0.73576,12,0.43829,0.0,0
307,17.3125,78.0675,0.37473,12,0.40344,544.09619,0
308,17.3175,78.0675,0.54331,12,0.38408,0.0,0
309,17.3225,78.0675,3.70348,12,0.37568,0.0,0
310,17.3275,78.0675,5.72731,12,0.36803,0.0,0
311,17.3325,78.0675,1.76234,12,0.40083,0.0,0
312,17.3375,78.0675,0.25867,12,0.41196,0.0,0
313,17.3425,78.0675,0.28732,12,0.42158,0.0,0
314,17.3475,78.0675,0.36811,12,0.43147,0.0,0
315,17.3525,78.0675,0.58015,12,0.41954,0.0,0
316,17.3575,78.0675,0.60006,12,0.40175,0.0,0
317,17.3625,78.0675,0.33333,12,0.39819,0.0,0
318,17.3675,78.0675,0.30737,12,0.43385,0.0,0
319,17.3725,78.0675,0.26034,12,0.44551,0.0,0
320,17.3775,78.0675,0.24443,12,0.43078,0.0,0
321,17.3825,78.0675,0.24671,12,0.44253,0.0,0
322,17.3875,78.0675,0.27982,12,0.44636,0.0,0
323,17.3925,78.0675,0.3303,12,0.42333,0.0,0
324,17.3975,78.0675,0.4788,12,0.42517,0.0,0
325,17.4025,78.0675,0.33903,12,0.43835,0.0,0
326,17.4575,78.0675,0.43833,12,0.46056,0.0,0
327,17.4625,78.0675,0.4959,12,0.44787,0.0,0
328,17.4675,78.0675,0.65548,12,0.4406,0.0,0
329,17.4725,78.0675,0.59734,12,0.42748,0.0,0
330,17.4775,78.0675,0.38098,12,0.42599,0.0,0
331,17.4825,78.0675,0.32958,12,0.43393,0.0,0
332,17.4875,78.0675,0.33658,12,0.42511,0.0,0
333,17.4925,78.0675,0.68509,12,0.42637,0.0,0
334,17.4975,78.0675,1.62325,12,0.41702,0.0,0
335,17.5325,78.0675,0.39609,12,0.46298,0.0,0
336,17.5375,78.0675,0.42578,12,0.46849,0.0,0
337,17.5425,78.0675,0.77427,12,0.46082,0.0,0
338,17.5475,78.0675,0.91374,12,0.45679,0.0,0
339,17.5525,78.0675,0.4277,12,0.45118,0.0,0
340,17.5575,78.0675,0.65759,12,0.44462,0.0,0
341,17.5625,78.0675,1.57718,12,0.42505,0.0,0
342,17.5675,78.0675,1.50971,12,0.43192,0.0,0
343,17.6025,78.0675,3.08136,12,0.41371,0.0,0
344,17.6075,78.0675,3.28071,12,0.42632,0.0,0
345,17.6125,78.0675,4.0793,12,0.44665,0.0,0
346,17.6175,78.0675,2.92042,12,0.48141,0.0,0
347,17.6225,78.0675,2.35523,13,0.49796,0.0,0
348,17.6275,78.0675,1.83132,13,0.51661,0.0,0
349,17.6325,78.0675,1.41786,12,0.51838,0.0,0
350,17.6375,78.0675,1.49354,12,0.50126,0.0,0
351,17.6425,78.0675,1.6666,12,0.49622,0.0,0
352,17.6475,78.0675,2.39629,12,0.5018,0.0,0
353,17.6525,78.0675,1.45998,12,0.51346,0.0,0
354,17.6575,78.0675,0.40982,12,0.48619,0.0,0
355,17.6625,78.0675,0.25258,10,0.44075,0.0,0
356,17.0275,78.0725,0.26459,12,0.48931,0.0,0
357,17.0325,78.0725,0.27896,12,0.46028,0.0,0
358,17.1875,78.0725,0.60941,12,0.479,0.0,0
359,17.1925,78.0725,2.13955,12,0.47574,0.0,0
360,17.1975,78.0725,1.49378,12,0.46075,0.0,0
361,17.2025,78.0725,0.23403,12,0.44523,0.0,0
362,17.2075,78.0725,0.23364,12,0.44417,0.0,0
363,17.2125,78.0725,0.27437,12,0.44273,0.0,0
364,17.2175,78.0725,0.29019,12,0.44174,0.0,0
365,17.2225,78.0725,0.26853,12,0.44738,0.0,0
366,17.2275,78.0725,0.24812,12,0.44892,0.0,0
367,17.2325,78.0725,0.22571,12,0.44234,0.0,0
368,17.2375,78.0725,0.23893,12,0.44157,0.0,0
369,17.2425,78.0725,0.31034,12,0.45607,0.0,0
370,17.2475,78.0725,0.3491,12,0.46818,0.0,0
371,17.2525,78.0725,0.25032,12,0.46984,0.0,0
372,17.2575,78.0725,0.24327,12,0.45406,0.0,0
373,17.2625,78.0725,0.24177,12,0.42614,0.0,0
374,17.2675,78.0725,0.21206,12,0.39953,0.0,0
375,17.2725,78.0725,0.19921,12,0.40787,0.0,0
376,17.2775,78.0725,0.26411,12,0.43664,0.0,0
377,17.2825,78.0725,0.30456,12,0.46422,0.0,0
378,17.2875,78.0725,0.26033,12,0.46323,0.0,0
379,17.2925,78.0725,0.42493,12,0.4252,0.0,0
380,17.2975,78.0725,0.43874,12,0.41324,0.0,0
381,17.3025,78.0725,1.01591,12,0.43436,0.0,0
382,17.3075,78.0725,1.12176,12,0.43243,0.0,0
383,17.3125,78.0725,0.44713,12,0.42216,544.09918,0
384,17.3175,78.0725,0.40634,12,0.43137,0.0,0
385,17.3225,78.0725,1.26696,12,0.4123,0.0,0
386,17.3275,78.0725,2.37749,12,0.40082,0.0,0
387,17.3325,78.0725,0.93665,12,0.41026,0.0,0
388,17.3375,78.0725,0.27001,12,0.43332,0.0,0
389,17.3425,78.0725,0.28905,12,0.40554,0.0,0
390,17.3475,78.0725,0.3691,12,0.38224,0.0,0
391,17.3525,78.0725,0.42253,12,0.38953,0.0,0
392,17.3575,78.0725,0.35925,12,0.38702,0.0,0
393,17.3625,78.0725,0.27408,12,0.41513,0.0,0
394,17.3675,78.0725,0.28201,12,0.43027,0.0,0
395,17.3725,78.0725,0.24749,12,0.42972,0.0,0
396,17.3775,78.0725,0.22786,12,0.44434,0.0,0
397,17.3825,78.0725,0.23689,12,0.44324,0.0,0
398,17.3875,78.0725,0.26001,12,0.42248,0.0,0
399,17.3925,78.0725,0.28762,12,0.40987,0.0,0
400,17.3975,78.0725,0.27676,12,0.40966,0.0,0
401,17.4025,78.0725,0.26307,12,0.41591,0.0,0
402,17.4425,78.0725,0.40083,12,0.4724,0.0,0
403,17.4475,78.0725,0.51061,12,0.43882,0.0,0
404,17.4525,78.0725,0.57249,12,0.4569,0.0,0
405,17.4575,78.0725,0.52953,12,0.44963,0.0,0
406,17.4625,78.0725,0.85351,12,0.43662,0.0,0
407,17.4675,78.0725,0.98073,12,0.43057,0.0,0
408,17.4725,78.0725,0.4337,12,0.45128,0.0,0
409,17.4775,78.0725,0.37097,12,0.44042,0.0,0
410,17.4825,78.0725,0.40267,12,0.42876,0.0,0
411,17.4875,78.0725,0.44533,12,0.42611,0.0,0
412,17.4925,78.0725,0.69004,12,0.44617,0.0,0
413,17.4975,78.0725,0.97985,12,0.43951,0.0,0
414,17.5025,78.0725,0.55047,12,0.42767,0.0,0
415,17.5325,78.0725,0.38412,12,0.46891,0.0,0
416,17.5375,78.0725,0.40259,12,0.47678,0.0,0
417,17.5425,78.0725,0.50498,12,0.47668,0.0,0
418,17.5475,78.0725,0.62387,12,0.47296,0.0,0
419,17.5525,78.0725,0.48756,12,0.47285,0.0,0
420,17.5575,78.0725,0.64193,12,0.45999,0.0,0
421,17.5625,78.0725,1.37835,12,0.45066,0.0,0
422,17.5675,78.0725,1.30111,12,0.44383,0.0,0
423,17.5975,78.0725,5.5656,12,0.34257,201.80898,0
424,17.6025,78.0725,5.79974,12,0.38295,0.0,0
425,17.6075,78.0725,6.58742,13,0.38281,0.0,0
426,17.6125,78.0725,6.05132,13,0.41392,0.0,0
427,17.6175,78.0725,4.7026,13,0.46341,0.0,0
428,17.6225,78.0725,3.59438,13,0.48314,0.0,0
429,17.6275,78.0725,1.86947,13,0.48472,0.0,0
430,17.6325,78.0725,1.13999,13,0.49425,0.0,0
431,17.6375,78.0725,1.0188,12,0.50254,0.0,0
432,17.6425,78.0725,0.79048,12,0.50471,0.0,0
433,17.6475,78.0725,1.30348,12,0.51358,0.0,0
434,16.9975,78.0775,0.38181,12,0.42396,0.0,0
435,17.0025,78.0775,0.68966,12,0.42063,0.0,0
436,17.0075,78.0775,0.85296,12,0.43246,0.0,0
437,17.0125,78.0775,0.92392,12,0.42425,0.0,0
438,17.0175,78.0775,0.7293,12,0.41338,0.0,0
439,17.0275,78.0775,0.38674,12,0.4843,0.0,0
440,17.0325,78.0775,0.57249,12,0.46127,0.0,0
441,17.0375,78.0775,0.5146,12,0.44545,0.0,0
442,17.0425,78.0775,0.38346,12,0.44017,0.0,0
443,17.1875,78.0775,0.77883,12,0.45324,0.0,0
444,17.1925,78.0775,0.87354,12,0.4631,0.0,0
445,17.1975,78.0775,0.74583,12,0.45886,0.0,0
446,17.2025,78.0775,0.2275,12,0.45339,0.0,0
447,17.2075,78.0775,0.3328,12,0.45326,0.0,0
448,17.2125,78.0775,0.71152,12,0.45484,0.0,0
449,17.2175,78.0775,0.94967,12,0.44501,0.0,0
450,17.2225,78.0775,0.47631,12,0.44445,0.0,0
451,17.2275,78.0775,0.37743,12,0.44525,0.0,0
452,17.2325,78.0775,0.28464,12,0.44956,0.0,0
453,17.2375,78.0775,0.26181,12,0.45806,0.0,0
454,17.2425,78.0775,0.24762,12,0.47429,0.0,0
455,17.2475,78.0775,0.2594,12,0.47284,0.0,0
456,17.2525,78.0775,0.22594,12,0.45193,0.0,0
457,17.2575,78.0775,0.22339,12,0.42205,0.0,0
458,17.2625,78.0775,0.23532,12,0.38798,0.0,0
459,17.2675,78.0775,0.21855,12,0.37226,0.0,0
460,17.2725,78.0775,0.21317,12,0.39437,0.0,0
461,17.2775,78.0775,0.25518,12,0.41535,0.0,0
462,17.2825,78.0775,0.32231,12,0.43129,0.0,0
