File,aid,Date,0,1,2,4,5,8,9
QC_2013001_aid0001,aid0001,2013-01-01,555754,,5356,536,16,2.0,4710
QC_2014001_aid0001,aid0001,2014-01-01,555771,,5355,537,29,2.0,4680
QC_2015001_aid0001,aid0001,2015-01-01,555766,,5353,539,44,,4672
QC_2016001_aid0001,aid0001,2016-01-01,555766,,5353,539,52,,4664
QC_2017001_aid0001,aid0001,2017-01-01,555667,,5354,538,81,2.0,4732
QC_2018001_aid0001,aid0001,2018-01-01,555713,,5354,538,126,2.0,4641
QC_2019001_aid0001,aid0001,2019-01-01,555628,2.0,5357,535,152,,4700
QC_2020001_aid0001,aid0001,2020-01-01,555578,,5373,519,217,14.0,4673
